mOTU,taxo,motupan_w_ppan,motupan_w_roary,ppanggolin_persist,ppanggolin_shell,roary_core,roary_shell,nb_genomes,mean_completeness_ppan,mean_completeness_roary,mean_est_ppan_cogs,mean_est_roary_cogs,mean_scaff_count,type,genoms_ids
s__Streptococcus oralis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis,1468,1275,1543,367,1101,1422,25,98.45028882833788,97.63192156862746,1886.0145140502561,1896.2801652981184,83.92,gtdb,RS_GCF_000148565.1;RS_GCF_000164095.1;RS_GCF_000187645.1;RS_GCF_000257495.1;RS_GCF_000296875.1;RS_GCF_000296995.1;RS_GCF_000298695.2;RS_GCF_000298715.2;RS_GCF_001069675.1;RS_GCF_001070335.1;RS_GCF_001072035.1;RS_GCF_001074055.1;RS_GCF_001639355.1;RS_GCF_001639375.1;RS_GCF_001810825.1;RS_GCF_001814835.1;RS_GCF_001815805.1;RS_GCF_002014885.1;RS_GCF_002096455.1;RS_GCF_002096495.1;RS_GCF_002096515.1;RS_GCF_002096525.1;RS_GCF_002096535.1;RS_GCF_002096575.1;RS_GCF_002289235.2
s__Citrobacter braakii,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter braakii,3828,3754,3912,1120,3538,2197,33,99.4447452582249,99.33299914434704,4856.662149432938,4927.1926849024285,104.9090909090909,gtdb,RS_GCF_000208765.1;RS_GCF_000398845.1;RS_GCF_000398865.1;RS_GCF_000786265.1;RS_GCF_000786275.1;RS_GCF_000972645.1;RS_GCF_001022685.1;RS_GCF_001059745.1;RS_GCF_001062165.1;RS_GCF_001065805.1;RS_GCF_001067775.1;RS_GCF_001273815.1;RS_GCF_001689745.1;RS_GCF_001952715.2;RS_GCF_002075345.1;RS_GCF_002208845.2;RS_GCF_002239605.1;RS_GCF_002289385.1;RS_GCF_002850715.1;RS_GCF_002903215.1;RS_GCF_002918455.1;RS_GCF_002918465.1;RS_GCF_002918495.1;RS_GCF_002918575.1;RS_GCF_002919425.1;RS_GCF_002919455.1;RS_GCF_002919485.1;RS_GCF_002919795.1;RS_GCF_002923765.1;RS_GCF_002939255.1;RS_GCF_003114935.1;RS_GCF_900169625.1;RS_GCF_900169695.1
s__Moraxella catarrhalis,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella catarrhalis,1438,1253,1441,239,1180,955,48,99.72716446453408,99.15405859271083,1728.4513588501397,1742.3005702294788,38.791666666666664,gtdb,GB_GCA_000192965.2;RS_GCF_000092265.1;RS_GCF_000192905.1;RS_GCF_000192925.1;RS_GCF_000192945.1;RS_GCF_000192985.1;RS_GCF_000193005.1;RS_GCF_000193025.1;RS_GCF_000193045.1;RS_GCF_000193065.1;RS_GCF_000193085.1;RS_GCF_000302495.1;RS_GCF_000740455.1;RS_GCF_000766665.1;RS_GCF_001062815.1;RS_GCF_001062845.1;RS_GCF_001063475.1;RS_GCF_001064655.1;RS_GCF_001064665.1;RS_GCF_001065625.1;RS_GCF_001065675.1;RS_GCF_001632285.1;RS_GCF_001656095.1;RS_GCF_001656105.1;RS_GCF_001656115.1;RS_GCF_001656125.1;RS_GCF_001656175.1;RS_GCF_001656195.1;RS_GCF_001656205.1;RS_GCF_001656215.1;RS_GCF_001656255.1;RS_GCF_001656275.1;RS_GCF_001656285.1;RS_GCF_001656385.1;RS_GCF_001656415.1;RS_GCF_001656455.1;RS_GCF_001656475.1;RS_GCF_001656495.1;RS_GCF_001656505.1;RS_GCF_001679075.1;RS_GCF_001679105.1;RS_GCF_001679345.1;RS_GCF_001809255.1;RS_GCF_001997265.1;RS_GCF_002073215.2;RS_GCF_002080125.1;RS_GCF_002984125.1;RS_GCF_900476075.1
s__Ralstonia solanacearum,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia solanacearum,3901,3630,3957,874,2592,3091,46,96.3422405626205,95.5951251646904,4809.063914852462,4848.627574898876,117.06521739130434,gtdb,GB_GCA_000197855.1;GB_GCA_000285815.1;RS_GCF_000167955.1;RS_GCF_000212635.3;RS_GCF_000215325.1;RS_GCF_000525615.1;RS_GCF_000710135.2;RS_GCF_000710695.1;RS_GCF_000749995.1;RS_GCF_000750575.1;RS_GCF_000750585.1;RS_GCF_000825805.1;RS_GCF_000825825.1;RS_GCF_000825845.1;RS_GCF_000825865.1;RS_GCF_000825885.1;RS_GCF_000825905.1;RS_GCF_000825925.1;RS_GCF_001050995.1;RS_GCF_001299555.1;RS_GCF_001373255.1;RS_GCF_001373295.1;RS_GCF_001373315.1;RS_GCF_001373335.1;RS_GCF_001587135.1;RS_GCF_001587155.1;RS_GCF_001644795.1;RS_GCF_001644805.1;RS_GCF_001644815.1;RS_GCF_001696845.1;RS_GCF_001696855.1;RS_GCF_001696865.1;RS_GCF_001696875.1;RS_GCF_001901665.1;RS_GCF_002029865.1;RS_GCF_002029885.1;RS_GCF_002029895.1;RS_GCF_002251655.1;RS_GCF_002251695.1;RS_GCF_002501565.1;RS_GCF_002549815.1;RS_GCF_002894765.1;RS_GCF_002894775.1;RS_GCF_002894785.1;RS_GCF_002894795.1;RS_GCF_002894845.1
s__Pseudomonas_E avellanae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E avellanae,4145,4091,4371,1096,3328,3625,50,99.33949336550059,96.970333414813,5614.875679181248,5656.8958802743155,308.05555555555554,gtdb,RS_GCF_002750435.1;RS_GCF_001518465.1;RS_GCF_000452685.1;RS_GCF_000344555.1;RS_GCF_001913235.1;RS_GCF_002174905.1;RS_GCF_001401395.1;RS_GCF_001910555.1;RS_GCF_001910485.1;RS_GCF_000233795.1;RS_GCF_002111755.1;GB_GCA_001270005.1;RS_GCF_002906135.1;RS_GCF_002699885.1;RS_GCF_001497465.1;RS_GCF_002175145.1;RS_GCF_000444135.1;RS_GCF_000172895.1;RS_GCF_001497595.1;RS_GCF_001497555.1;RS_GCF_002175175.1;RS_GCF_001913215.1;RS_GCF_002111785.1;RS_GCF_000444115.1;RS_GCF_900235905.1;RS_GCF_002112045.1;RS_GCF_002174875.1;RS_GCF_002750505.1;RS_GCF_000344415.1;RS_GCF_002738525.1;RS_GCF_000416845.2;RS_GCF_000935825.1;RS_GCF_000416705.1;RS_GCF_002111995.1;RS_GCF_000416765.1;RS_GCF_001467365.1;RS_GCF_002175075.1;RS_GCF_002174985.1;RS_GCF_000342185.1;RS_GCF_002310965.1;RS_GCF_001294165.1;RS_GCF_002750495.1;RS_GCF_001910545.1;RS_GCF_002310955.1;RS_GCF_000416825.2;RS_GCF_000416805.1;RS_GCF_002750515.1;GB_GCA_003205955.1;RS_GCF_000416545.1;RS_GCF_002112005.1
s__Akkermansia muciniphila,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,1898,1719,1943,588,1549,1330,46,98.48458102350297,97.88279712674203,2317.3429931549285,2342.2936011980514,37.73913043478261,gtdb,GB_GCA_000436395.1;GB_GCA_000980515.1;GB_GCA_001917295.1;GB_GCA_001940945.1;GB_GCA_002414155.1;GB_GCA_003514565.1;RS_GCF_000020225.1;RS_GCF_000723745.2;RS_GCF_001688765.2;RS_GCF_002161325.1;RS_GCF_002201495.1;RS_GCF_002885155.1;RS_GCF_002885165.1;RS_GCF_002885195.1;RS_GCF_002885215.1;RS_GCF_002885235.1;RS_GCF_002885255.1;RS_GCF_002885265.1;RS_GCF_002885295.1;RS_GCF_002885315.1;RS_GCF_002885335.1;RS_GCF_002885355.1;RS_GCF_002885375.1;RS_GCF_002885395.1;RS_GCF_002885415.1;RS_GCF_002885425.1;RS_GCF_002885455.1;RS_GCF_002885465.1;RS_GCF_002885475.1;RS_GCF_002885575.1;RS_GCF_002885595.1;RS_GCF_002885615.1;RS_GCF_002885625.1;RS_GCF_002885655.1;RS_GCF_002885675.1;RS_GCF_002885695.1;RS_GCF_002885715.1;RS_GCF_900184845.1;RS_GCF_900184855.1;RS_GCF_900184905.1;RS_GCF_900184975.1;RS_GCF_900184985.1;RS_GCF_900185005.1;RS_GCF_900185025.1;RS_GCF_900185045.1;RS_GCF_900185065.1
s__Burkholderia ubonensis,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia ubonensis,5174,5023,5310,1955,4566,3276,50,99.49466331658292,99.06617599044397,6626.299746869146,6684.310138904977,119.90068493150685,gtdb,RS_GCF_001531825.1;RS_GCF_001526865.1;RS_GCF_001528965.1;RS_GCF_001525885.1;RS_GCF_001529345.1;RS_GCF_001528325.1;RS_GCF_001532505.1;RS_GCF_001531585.1;RS_GCF_001529565.1;RS_GCF_001527945.1;RS_GCF_001531615.1;RS_GCF_001532785.1;RS_GCF_001882555.1;RS_GCF_001533145.1;RS_GCF_001533745.1;RS_GCF_001722225.1;RS_GCF_001522275.1;RS_GCF_001526655.1;RS_GCF_001532265.1;RS_GCF_001532865.1;RS_GCF_001530545.1;RS_GCF_001532425.1;RS_GCF_001527925.1;RS_GCF_001882745.1;RS_GCF_001718855.1;RS_GCF_001532625.1;RS_GCF_001524605.1;RS_GCF_001527955.1;RS_GCF_001532385.1;RS_GCF_001533965.1;RS_GCF_001528285.1;RS_GCF_001533785.1;RS_GCF_001882825.1;RS_GCF_001533265.1;RS_GCF_001523405.1;RS_GCF_001522005.1;RS_GCF_002276075.1;RS_GCF_001533525.1;RS_GCF_001533945.1;RS_GCF_001534805.1;RS_GCF_001901505.1;RS_GCF_001522075.1;RS_GCF_001527885.1;RS_GCF_001526875.1;RS_GCF_001525705.1;RS_GCF_001532455.1;RS_GCF_001531085.1;RS_GCF_001533625.1;RS_GCF_001528825.1;RS_GCF_001523825.1
s__Vibrio harveyi,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio harveyi,4542,4423,4613,759,4196,1659,29,99.19417239860914,98.94151106675919,5322.304040156027,5376.779142761932,210.13793103448276,gtdb,RS_GCF_000259935.1;RS_GCF_000275705.1;RS_GCF_000305715.2;RS_GCF_000347555.1;RS_GCF_000400305.1;RS_GCF_000442925.1;RS_GCF_000493315.1;RS_GCF_000770115.1;RS_GCF_000818375.1;RS_GCF_001050875.1;RS_GCF_001185405.1;RS_GCF_001185495.1;RS_GCF_001185575.1;RS_GCF_001185585.1;RS_GCF_001185645.1;RS_GCF_001262735.1;RS_GCF_001262745.1;RS_GCF_001263135.1;RS_GCF_001471575.2;RS_GCF_001525585.2;RS_GCF_001558435.2;RS_GCF_001591145.1;RS_GCF_001718025.1;RS_GCF_001908435.2;RS_GCF_002026255.1;RS_GCF_002105235.1;RS_GCF_002850295.1;RS_GCF_002864745.1;RS_GCF_003203495.1
s__Enterobacter cloacae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae,3800,3446,3910,752,3173,1915,50,99.03389473684209,98.65125246662798,4718.813506391252,4758.728613792355,93.55555555555556,gtdb,RS_GCF_002785915.1;RS_GCF_001299075.1;RS_GCF_002087055.1;RS_GCF_001472845.1;GB_GCA_001708345.1;RS_GCF_000710795.1;RS_GCF_002278195.1;RS_GCF_000958205.1;RS_GCF_001022575.1;RS_GCF_002529035.1;RS_GCF_003056855.1;RS_GCF_900075165.1;GB_GCA_002339305.1;RS_GCF_001605945.1;RS_GCF_001525175.1;RS_GCF_002941085.1;RS_GCF_002086975.1;RS_GCF_000025565.1;RS_GCF_002278235.1;RS_GCF_000235765.1;RS_GCF_002303275.1;RS_GCF_001631195.1;RS_GCF_002278155.1;RS_GCF_001473155.1;RS_GCF_002278165.1;RS_GCF_002278265.1;RS_GCF_002266385.1;RS_GCF_002411645.1;RS_GCF_002982195.1;RS_GCF_001472955.1;RS_GCF_001011715.1;RS_GCF_001473135.1;RS_GCF_001022695.1;RS_GCF_001057255.1;RS_GCF_001057315.1;RS_GCF_001472135.1;RS_GCF_001997105.1;RS_GCF_001472895.1;RS_GCF_001472555.1;RS_GCF_002239955.1;GB_GCA_000390425.1;RS_GCF_000966095.1;RS_GCF_900075485.1;RS_GCF_002411725.1;RS_GCF_000770155.1;RS_GCF_000812505.1;RS_GCF_001055365.1;RS_GCF_001190095.1;RS_GCF_000818625.1;RS_GCF_002152055.1
s__Leuconostoc mesenteroides,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides,1298,1205,1318,811,1118,1294,50,99.60452696456086,98.93903734439834,1802.5928305521988,1871.1361332143535,74.39622641509433,gtdb,RS_GCF_001184245.1;RS_GCF_002092495.1;RS_GCF_002092215.1;RS_GCF_002092705.1;RS_GCF_900312985.1;RS_GCF_002092245.1;RS_GCF_000686485.1;RS_GCF_900290155.1;RS_GCF_001047695.1;GB_GCA_003533085.1;RS_GCF_002092425.1;GB_GCA_002276945.1;GB_GCA_000447945.1;RS_GCF_001515385.1;RS_GCF_001541125.1;RS_GCF_002092625.1;RS_GCF_002092415.1;RS_GCF_002092335.1;RS_GCF_002092615.1;RS_GCF_002092045.1;RS_GCF_001570665.1;RS_GCF_000756355.1;RS_GCF_002092775.1;RS_GCF_000512955.1;RS_GCF_001886915.1;RS_GCF_002370415.1;RS_GCF_002092155.1;RS_GCF_002092105.1;RS_GCF_000787735.1;RS_GCF_000234825.3;RS_GCF_001583825.1;RS_GCF_900290445.1;RS_GCF_002117185.1;RS_GCF_002092455.1;RS_GCF_002092745.1;RS_GCF_002092515.1;RS_GCF_000160595.1;RS_GCF_002092315.1;RS_GCF_000014445.1;RS_GCF_002148235.1;RS_GCF_002009375.1;RS_GCF_002092735.1;RS_GCF_002886025.1;RS_GCF_001184255.1;RS_GCF_001184265.1;RS_GCF_002092135.1;RS_GCF_002092145.1;RS_GCF_003255835.1;RS_GCF_002092385.1;GB_GCA_002387815.1
s__Burkholderia vietnamiensis,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia vietnamiensis,4913,4832,5091,987,4633,2087,47,99.27088445331748,99.20852120614344,6022.501898732075,6096.04552049895,89.40425531914893,gtdb,GB_GCA_000016205.1;RS_GCF_000262695.1;RS_GCF_000745665.1;RS_GCF_000959445.1;RS_GCF_000980955.1;RS_GCF_001522565.1;RS_GCF_001523535.1;RS_GCF_001523585.1;RS_GCF_001523615.1;RS_GCF_001523705.1;RS_GCF_001523755.1;RS_GCF_001523785.1;RS_GCF_001523945.1;RS_GCF_001523965.1;RS_GCF_001524005.1;RS_GCF_001524025.1;RS_GCF_001524045.1;RS_GCF_001524065.1;RS_GCF_001524145.1;RS_GCF_001524205.1;RS_GCF_001524225.1;RS_GCF_001524235.1;RS_GCF_001524265.1;RS_GCF_001524285.1;RS_GCF_001524305.1;RS_GCF_001525645.1;RS_GCF_001525665.1;RS_GCF_001525685.1;RS_GCF_001527445.1;RS_GCF_001528495.1;RS_GCF_001528525.1;RS_GCF_001528545.1;RS_GCF_001528565.1;RS_GCF_001528585.1;RS_GCF_001529585.1;RS_GCF_001529645.1;RS_GCF_001530215.1;RS_GCF_001541005.1;RS_GCF_001718495.1;RS_GCF_001718775.1;RS_GCF_001718815.1;RS_GCF_001718915.1;RS_GCF_002981575.1;RS_GCF_003019945.1;RS_GCF_003203575.1;RS_GCF_900102765.1;RS_GCF_900119435.1
s__Bordetella pertussis,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella pertussis,3494,3397,3031,757,2938,1195,50,98.09625414997137,98.11131881071533,3818.324722471987,4007.998590525618,174.94418604651162,gtdb,RS_GCF_001202375.1;RS_GCF_002286075.1;RS_GCF_001987075.1;RS_GCF_001987855.1;RS_GCF_000193515.1;RS_GCF_001605625.1;RS_GCF_001331735.1;RS_GCF_001987815.1;RS_GCF_002859565.1;RS_GCF_000690115.2;RS_GCF_001985865.1;RS_GCF_001986535.1;RS_GCF_001686605.1;RS_GCF_001332135.1;RS_GCF_001987575.1;RS_GCF_002859725.1;RS_GCF_001986255.1;RS_GCF_001194225.1;RS_GCF_000479515.1;RS_GCF_001988475.1;RS_GCF_001208905.1;RS_GCF_001605505.1;RS_GCF_001987335.1;RS_GCF_001985745.1;RS_GCF_001333135.1;RS_GCF_002286055.1;RS_GCF_001986975.1;RS_GCF_001333835.1;RS_GCF_001687385.1;RS_GCF_000479535.1;RS_GCF_001986875.1;RS_GCF_002083095.2;RS_GCF_001192455.1;RS_GCF_001985945.1;RS_GCF_002119705.1;RS_GCF_001605365.1;RS_GCF_001988915.1;RS_GCF_001525545.2;RS_GCF_001985385.1;RS_GCF_002892745.1;RS_GCF_001985165.1;RS_GCF_001605605.1;RS_GCF_001985045.1;RS_GCF_001333535.1;RS_GCF_000689815.1;RS_GCF_001332475.1;RS_GCF_000313065.1;RS_GCF_002442715.1;RS_GCF_002442755.1;RS_GCF_000479935.1
s__Enterobacter kobei,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter kobei,3840,3749,3897,879,3633,1580,50,99.41816666666665,99.26114057081888,4656.579516433586,4711.533815113256,95.06172839506173,gtdb,RS_GCF_001022995.1;RS_GCF_002165535.1;RS_GCF_001053635.1;RS_GCF_001058415.1;RS_GCF_003289125.1;RS_GCF_000958445.1;RS_GCF_001623605.1;RS_GCF_000492995.1;RS_GCF_002785725.1;RS_GCF_000534515.1;RS_GCF_001518165.1;RS_GCF_003225955.1;RS_GCF_002785755.1;RS_GCF_003289195.1;RS_GCF_900077675.1;RS_GCF_002785705.1;RS_GCF_900077155.1;RS_GCF_002241015.1;RS_GCF_001441705.1;RS_GCF_003289725.1;RS_GCF_000286275.1;RS_GCF_000784865.1;RS_GCF_000957175.1;RS_GCF_001023295.1;RS_GCF_002193115.1;RS_GCF_001022915.1;RS_GCF_001190105.1;RS_GCF_001058605.1;RS_GCF_001011975.1;RS_GCF_001023195.1;RS_GCF_001022355.1;RS_GCF_000534275.1;RS_GCF_002206605.1;RS_GCF_002785795.1;GB_GCA_002360935.1;RS_GCF_001053395.1;RS_GCF_900075705.1;RS_GCF_001518525.1;RS_GCF_003289185.1;RS_GCF_900075495.1;GB_GCA_002494045.1;RS_GCF_000952375.1;RS_GCF_002208285.1;RS_GCF_001055165.1;RS_GCF_002785785.1;RS_GCF_001729765.1;RS_GCF_001316705.2;RS_GCF_900076025.1;RS_GCF_002919745.1;RS_GCF_001057545.1
s__Staphylococcus argenteus,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus argenteus,2268,2236,2284,225,2176,603,50,99.67762257495589,99.55827906976744,2541.3796441458685,2581.9299345569084,41.96212121212121,gtdb,RS_GCF_002901785.1;RS_GCF_001049715.1;RS_GCF_900183945.1;RS_GCF_900126625.1;RS_GCF_900126555.1;RS_GCF_900128345.1;RS_GCF_900128195.1;RS_GCF_003022395.1;RS_GCF_900183955.1;RS_GCF_900128185.1;RS_GCF_900183915.1;RS_GCF_900126885.1;RS_GCF_900126545.1;RS_GCF_900128155.1;RS_GCF_900126965.1;RS_GCF_000751495.1;RS_GCF_900183815.1;RS_GCF_900126655.1;RS_GCF_900126735.1;RS_GCF_900128645.1;RS_GCF_900183765.1;RS_GCF_900126645.1;RS_GCF_900126905.1;RS_GCF_900128635.1;RS_GCF_003010635.1;RS_GCF_900183785.1;RS_GCF_900183875.1;RS_GCF_001969695.1;RS_GCF_900126805.1;RS_GCF_900126745.1;RS_GCF_900128705.1;RS_GCF_900183855.1;RS_GCF_900128325.1;RS_GCF_900127045.1;RS_GCF_900183835.1;RS_GCF_900183885.1;RS_GCF_900127005.1;RS_GCF_002221825.1;RS_GCF_900183865.1;RS_GCF_000236925.1;RS_GCF_900128385.1;RS_GCF_900128665.1;RS_GCF_900126855.1;RS_GCF_900127085.1;RS_GCF_900126815.1;RS_GCF_900183825.1;RS_GCF_900127025.1;RS_GCF_000602805.1;RS_GCF_900128275.1;RS_GCF_900126525.1
s__Xylella fastidiosa,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa,1664,1308,1728,1701,1259,2805,43,99.44985465116277,99.41545409288102,2369.199446195971,2530.0967506959046,77.65116279069767,gtdb,GB_GCA_001971475.1;RS_GCF_000006725.1;RS_GCF_000007245.1;RS_GCF_000019325.1;RS_GCF_000019765.1;RS_GCF_000148405.1;RS_GCF_000166835.1;RS_GCF_000166855.2;RS_GCF_000219235.1;RS_GCF_000428665.1;RS_GCF_000466025.1;RS_GCF_000506405.1;RS_GCF_000506905.2;RS_GCF_000567985.1;RS_GCF_000698805.1;RS_GCF_000698825.1;RS_GCF_000732705.1;RS_GCF_000767565.1;RS_GCF_000811965.1;RS_GCF_001417925.1;RS_GCF_001456195.1;RS_GCF_001456235.1;RS_GCF_001456275.1;RS_GCF_001456295.1;RS_GCF_001456315.1;RS_GCF_001456335.2;RS_GCF_001469345.1;RS_GCF_001469395.1;RS_GCF_001549735.1;RS_GCF_001549745.1;RS_GCF_001549755.1;RS_GCF_001549765.1;RS_GCF_001549815.1;RS_GCF_001549825.1;RS_GCF_001572105.1;RS_GCF_001684415.1;RS_GCF_001886315.1;RS_GCF_001971465.1;RS_GCF_001971505.1;RS_GCF_002117875.1;RS_GCF_002954185.1;RS_GCF_002954205.1;RS_GCF_900129695.1
s__Staphylococcus aureus,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus,2188,2050,2204,565,1977,1169,50,99.67617550274223,99.48102439024389,2586.694626394267,2634.725717571146,52.255968169761275,gtdb,RS_GCF_000539075.1;RS_GCF_000562245.1;RS_GCF_000536395.1;RS_GCF_000533275.1;RS_GCF_003237895.1;RS_GCF_900081435.1;RS_GCF_000609725.1;RS_GCF_000639615.1;RS_GCF_000732835.1;RS_GCF_000643375.1;RS_GCF_900252145.1;RS_GCF_900022585.1;RS_GCF_900125405.1;RS_GCF_001352615.1;RS_GCF_900038405.1;RS_GCF_001287665.1;RS_GCF_001019045.2;RS_GCF_900042065.1;RS_GCF_000639915.1;RS_GCF_000645415.1;RS_GCF_001290145.1;RS_GCF_002125025.1;RS_GCF_900124715.1;RS_GCF_000532115.1;RS_GCF_000547845.1;RS_GCF_000579015.1;RS_GCF_900018185.1;RS_GCF_000637035.1;RS_GCF_000560085.1;RS_GCF_900039775.1;RS_GCF_900251935.1;RS_GCF_900250785.1;RS_GCF_001209165.1;RS_GCF_001200375.1;RS_GCF_000605745.1;RS_GCF_000543185.1;RS_GCF_900097645.1;RS_GCF_000361745.1;RS_GCF_001045895.1;RS_GCF_002274225.1;RS_GCF_900250855.1;RS_GCF_000575765.1;RS_GCF_001350955.1;RS_GCF_002273615.1;RS_GCF_000563215.1;RS_GCF_000496095.1;RS_GCF_001353015.1;RS_GCF_000543245.1;RS_GCF_001067295.1;RS_GCF_000609285.1
s__Listeria monocytogenes,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes,2636,2571,2648,416,2520,759,50,99.78549620637328,99.66772773239985,2920.3020559670463,2932.240945794247,37.34344929681717,gtdb,RS_GCF_000568475.1;RS_GCF_003045185.1;RS_GCF_002524305.1;RS_GCF_000397145.1;RS_GCF_000728405.1;RS_GCF_001466195.1;RS_GCF_001565735.1;RS_GCF_002525465.1;RS_GCF_003188025.1;RS_GCF_002524745.1;RS_GCF_002487445.1;RS_GCF_003186965.1;RS_GCF_002523195.1;RS_GCF_002443655.1;RS_GCF_002488345.1;RS_GCF_003190045.1;RS_GCF_001710305.1;RS_GCF_002523915.1;RS_GCF_001827545.1;RS_GCF_002445735.1;RS_GCF_002775665.1;RS_GCF_000814555.1;RS_GCF_002523375.1;RS_GCF_002000265.1;RS_GCF_002114705.1;RS_GCF_002114665.1;RS_GCF_001761255.1;RS_GCF_001708775.1;RS_GCF_001494975.1;RS_GCF_001466115.1;RS_GCF_001998915.1;RS_GCF_002878775.1;RS_GCF_900162595.1;GB_GCA_002240265.1;RS_GCF_002526935.1;RS_GCF_002490105.1;RS_GCF_003189205.1;RS_GCF_002488735.1;RS_GCF_002524165.1;RS_GCF_002525225.1;RS_GCF_002879185.1;RS_GCF_001710295.1;RS_GCF_001825745.1;RS_GCF_002488015.1;RS_GCF_001825945.1;RS_GCF_001564695.1;RS_GCF_001761225.1;RS_GCF_000726185.1;RS_GCF_001489375.1;RS_GCF_002443925.1
s__Alteromonas australica,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica,2754,2635,3025,679,1174,2942,28,93.04484126984127,92.4574342640282,3578.120747162047,3598.326920301697,208.14285714285714,gtdb,GB_GCA_002296005.1;GB_GCA_002296105.1;GB_GCA_002314095.1;GB_GCA_002321865.1;GB_GCA_002331525.1;GB_GCA_002336065.1;GB_GCA_002341225.1;GB_GCA_002341685.1;GB_GCA_002358715.1;GB_GCA_002358795.1;GB_GCA_002360575.1;GB_GCA_002393315.1;GB_GCA_002433285.1;GB_GCA_002436375.1;GB_GCA_002450605.1;GB_GCA_002470725.1;GB_GCA_002471465.1;GB_GCA_002471925.1;GB_GCA_002501245.1;GB_GCA_002684235.1;GB_GCA_002686225.1;GB_GCA_002693765.1;GB_GCA_002730155.1;GB_GCA_003451335.1;GB_GCA_003500945.1;GB_GCA_003543695.1;RS_GCF_000730385.1;RS_GCF_000934525.1
s__Streptococcus gordonii,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii,1699,1476,1753,406,1388,1180,32,99.19954017068864,98.9321222899729,2076.0170789968283,2092.3140553786375,42.8125,gtdb,RS_GCF_000017005.1;RS_GCF_000161955.2;RS_GCF_000959925.1;RS_GCF_000959965.1;RS_GCF_000963345.1;RS_GCF_000970665.2;RS_GCF_001074345.1;RS_GCF_001074415.1;RS_GCF_001281105.1;RS_GCF_001469295.1;RS_GCF_001553855.1;RS_GCF_001556605.1;RS_GCF_001588615.1;RS_GCF_001588735.1;RS_GCF_001588775.1;RS_GCF_001588795.1;RS_GCF_001588935.1;RS_GCF_001588955.1;RS_GCF_001588975.1;RS_GCF_001588985.1;RS_GCF_001589035.1;RS_GCF_001589055.1;RS_GCF_001589065.1;RS_GCF_001589095.1;RS_GCF_001589135.1;RS_GCF_001589145.1;RS_GCF_001807785.1;RS_GCF_001811085.1;RS_GCF_002073435.2;RS_GCF_002386285.1;RS_GCF_900475015.1;RS_GCF_900475385.1
